113.69	-3.93	114.09	-4.45	114.55	-4.11	12.33	72.78       115.30	-3.67	16.51	-80.38	115.95	-6.92	116.34	-3.76
110.75	-6.05	111.22	-6.03	111.72	-5.96	13.10	73.26       112.39	-5.94	49.47	-48.33	112.64	-5.96	113.44	-5.90
108.68	-6.95	109.33	-6.88	109.69	-6.85	13.20	73.13       110.28	-6.86	163.59	-69.68	110.57	-6.86	111.41	-6.83
107.58	-7.41	107.96	-7.41	108.16	-7.45	13.17	85.99       108.73	-7.51	13.19	75.75	109.03	-7.49	109.84	-7.44
106.25	-7.89	107.06	-7.69	106.81	-7.91	13.30	78.64       107.42	-8.00	14.02	-49.63	107.64	-7.99	108.40	-7.96
105.47	-8.24	106.39	-8.01	105.90	-8.36	13.24	79.45       106.41	-8.48	16.49	-70.09	106.58	-8.47	107.39	-8.44
104.40	-8.59	105.20	-8.45	104.60	-8.81	13.76	83.52       105.13	-8.94	14.47	-54.06	105.27	-8.95	106.07	-8.90
105.31	-12.51	104.38	-8.70	104.01	-9.03	170.89	-43.44       104.41	-9.22	32.03	-22.84	104.52	-9.24	105.33	-9.21
102.42	-9.41	103.69	-8.92	103.40	-9.18	130.95	-21.64       103.67	-9.45	14.63	-75.31	103.71	-9.44	104.50	-9.43
101.32	-9.61	102.88	-9.03	102.39	-9.41	136.61	-9.64       102.77	-9.60	14.49	-74.73	102.87	-9.59	103.65	-9.56
95.24	-9.95	96.83	-8.91	96.34	-9.57	133.79	-6.80       96.58	-9.90	15.32	-87.26	96.62	-9.83	97.34	-9.82
90.61	-11.08	91.86	-9.85	91.91	-10.10	133.34	-23.59       91.63	-10.97	15.24	-83.66	91.75	-10.89	92.48	-10.86
86.91	-11.77	87.91	-10.33	88.23	-10.36	99.77	-15.12       87.70	-11.59	15.30	-84.08	87.93	-11.47	88.58	-11.44
83.79	-11.96	84.73	-10.56	21342.67	64.81	86.83	-10.31       84.62	-11.92	15.53	-89.85	84.78	-11.69	85.42	-11.67
82.70	-8.94	82.14	-10.86	15.72	-86.14	84.08	-10.33       82.08	-12.11	15.56	77.33	82.39	-11.64	83.03	-11.62
89.09	-13.64	79.95	-10.94	16.00	-81.36	81.59	-10.50       79.87	-12.12	15.83	82.61	80.25	-11.59	80.90	-11.57
88.17	-10.93	78.90	-9.02	16.05	-77.98	79.57	-10.17       78.11	-11.96	15.85	75.24	78.48	-11.36	79.12	-11.34
89.50	-1.45	77.63	-8.44	15.99	-73.60	77.86	-10.09       76.68	-11.81	17.54	-70.01	77.09	-11.13	77.72	-11.10
86.14	-3.82	80.38	-1.86	15.98	-68.85	76.60	-9.36       75.59	-11.59	19.03	-62.88	75.87	-10.82	76.46	-10.81
85.62	-3.36	79.24	0.44	281.90	-80.05	101.62	-27.00       73.69	-11.24	18.47	-40.22	73.89	-10.34	74.49	-10.32
92.63	-5.48	77.00	1.57	18.86	-65.59	149.81	-20.77       72.09	-10.72	19.16	-48.50	72.32	-9.75	72.91	-9.75
97.41	-11.43	76.06	2.27	16.63	-69.30	185.29	-16.61       70.88	-9.92	16.59	-75.32	71.04	-9.27	71.53	-9.29
92.38	-6.70	74.95	3.00	16.84	-75.40	172.83	-18.19       69.79	-9.39	44.95	-17.54	70.00	-8.79	70.43	-8.83
103.83	-14.29	77.71	1.24	19.96	-79.92	324.57	-62.61       68.96	-8.70	112.07	-19.33	69.10	-8.25	69.38	-8.31
66.86	-4.54	77.47	-0.90	178.97	-77.79	17.71	86.12       67.07	-3.89	61.08	-54.27	66.50	-6.32	66.84	-6.22
64.63	-5.02	81.59	-2.76	39.99	-61.47	18.31	85.15       66.18	-1.33	54.69	88.83	65.26	-4.70	349.77	17.13
1417.83	-85.85	90.39	-3.22	18.19	-79.56	87.39	-51.85       65.81	0.71	18.34	86.02	64.55	-3.50	2604325.63	65.70
68.16	7.12	103.30	-1.10	43.72	-69.75	29.35	-62.38       66.00	2.80	18.83	-89.29	64.15	-2.46	116.53	-46.63
71.46	8.82	111.45	2.57	39.34	-69.23	160.55	-5.46       66.52	4.47	19.33	-85.02	64.03	-1.60	80.39	-34.67
70.71	11.44	118.97	9.69	85.49	-83.75	74.47	3.50       67.29	6.11	19.23	-77.91	64.01	-0.84	42.22	66.13
70.66	10.71	125.57	15.84	125.66	-86.46	63.41	-4.33       68.41	7.88	19.83	-72.59	64.12	-0.35	67.28	-56.55
72.39	11.96	130.23	13.56	233.86	-45.94	62.90	-4.85       70.36	9.69	24.02	-69.45	64.18	0.18	88.31	-44.52
